"","region","population","sex","age","education","income","statusquo","vote"
"1381","South",15000,"Female","55-64","Primary",75000,1.325,"Yes"
"1382","South",15000,"Female","18-25","Secondary",35000,1.51515,"Yes"
"1383","South",15000,"Male","35-44","Primary",15000,0.23917,"Undecided"
"1384","South",15000,"Male","18-25","Secondary",NA,-0.33534,"Abstain"
"1385","South",15000,"Male","26-34","Secondary",35000,0.50833,NA
"1386","South",15000,"Female","35-44","Primary",7500,-0.72318,"No"
"1387","South",15000,"Male","35-44","Primary",15000,0.59896,"Yes"
"1388","South",15000,"Male","18-25","Post Secondary",7500,1.5877,"Yes"
"1389","South",15000,"Female","35-44","Primary",15000,1.5877,"Yes"
"1390","South",15000,"Male","55-64","Primary",7500,0.57763,"No"
"1391","South",15000,"Female","35-44","Secondary",2500,0.19238,"Undecided"
"1392","South",15000,"Male","35-44","Secondary",15000,-0.43921,"Undecided"
"1393","South",15000,"Female","35-44","Post Secondary",35000,1.5877,"Yes"
"1394","South",15000,"Male","18-25","Primary",7500,0.67327,"No"
"1395","South",15000,"Female","26-34","Post Secondary",35000,NA,NA
"1396","South",15000,"Male","18-25","Primary",15000,-0.97709,"No"
"1397","South",15000,"Male","65+","Primary",15000,1.57366,"Yes"
"1398","South",15000,"Female","26-34","Primary",15000,1.40952,"Yes"
"1399","South",15000,"Male","55-64","Primary",7500,1.5877,"Yes"
"1400","South",15000,"Female","65+","Primary",7500,0.51637,"No"
"1401","South",15000,"Male","18-25","Primary",15000,-1.00723,"No"
"1402","South",15000,"Male","45-54","Primary",15000,0.20137,"Yes"
"1403","South",15000,"Female","35-44","Secondary",35000,0.16992,"Abstain"
"1404","North",15000,"Male","18-25","Post Secondary",35000,1.29424,"Yes"
"1405","South",15000,"Male","55-64","Secondary",35000,-1.29617,"No"
"1406","South",15000,"Male","18-25","Secondary",2500,0.43877,NA
"1407","South",15000,"Male","65+","Primary",15000,-1.29617,"No"
"1408","South",15000,"Female","45-54","Primary",2500,-1.1292,NA
"1409","South",15000,"Male","65+","Primary",7500,0.97936,"Yes"
"1410","South",15000,"Female","18-25","Primary",2500,0.09844,"Yes"
"1411","South",15000,"Female","26-34","Secondary",35000,0.65654,"Undecided"
"1412","South",15000,"Male","18-25","Secondary",35000,-1.11878,"No"
"1413","South",15000,"Male","26-34","Secondary",7500,0.57369,"Yes"
"1414","South",15000,"Male","55-64","Secondary",7500,0.31993,"Undecided"
"1415","South",15000,"Female","35-44","Primary",7500,1.06426,"Yes"
"1416","South",15000,"Male","26-34","Primary",15000,1.5877,"Undecided"
"1417","South",15000,"Male","35-44","Primary",35000,-0.54177,"No"
"1418","South",15000,"Male","35-44","Secondary",35000,1.26614,"Yes"
"1419","South",15000,"Female","45-54","Primary",2500,0.89357,"Undecided"
"1420","South",15000,"Female","26-34","Primary",7500,1.1521,"Undecided"
"1421","South",25000,"Female","18-25","Secondary",35000,-0.80987,"No"
"1422","South",25000,"Male","45-54","Secondary",75000,-0.05229,"Undecided"
"1423","South",25000,"Female","45-54","Secondary",35000,-0.41564,"Undecided"
"1424","South",25000,"Male","26-34","Secondary",35000,0.30179,"Yes"
"1425","South",25000,"Female","65+","Secondary",7500,-0.11321,"Undecided"
"1426","South",25000,"Female","55-64","Primary",2500,1.43432,NA
"1427","South",25000,"Female","26-34","Primary",35000,0.19238,"Undecided"
"1428","South",25000,"Female","35-44","Primary",2500,-0.36626,"Abstain"
"1429","South",25000,"Male","26-34","Secondary",2500,1.00098,"Yes"
"1430","South",25000,"Male","35-44","Primary",7500,NA,"Undecided"
"1431","South",25000,"Male","18-25","Primary",35000,-0.35694,"No"
"1432","South",25000,"Female","35-44","Primary",2500,-0.23049,"Undecided"
"1433","South",25000,"Male","55-64","Primary",7500,0.10233,"Yes"
"1434","South",25000,"Male","26-34","Secondary",15000,-0.43537,"No"
"1435","South",25000,"Female","18-25","Secondary",2500,1.56059,"Yes"
"1436","South",25000,"Female","18-25","Primary",7500,1.36755,"Yes"
"1437","South",25000,"Female","45-54","Primary",2500,0.16314,"Yes"
"1438","South",25000,"Male","18-25","Secondary",7500,-1.21834,"No"
"1439","South",25000,"Male","45-54","Post Secondary",35000,-1.14049,"No"
"1440","South",25000,"Female","18-25","Primary",15000,1.54947,"Yes"
"1441","South",125000,"Male","35-44","Post Secondary",75000,-0.92993,"No"
"1442","South",125000,"Female","45-54","Primary",15000,0.9584,"Yes"
"1443","South",125000,"Female","18-25","Secondary",15000,-0.67175,"Abstain"
"1444","South",125000,"Male","18-25","Secondary",15000,-0.98612,"No"
"1445","South",125000,"Male","26-34","Post Secondary",75000,-1.14049,"No"
"1446","South",125000,"Male","35-44","Primary",200000,1.50201,"Yes"
"1447","South",125000,"Female","35-44","Primary",35000,0.47684,NA
"1448","South",125000,"Female","18-25","Secondary",35000,-1.26853,"No"
"1449","South",125000,"Male","18-25","Post Secondary",35000,-1.03486,"No"
"1450","South",125000,"Male","35-44","Post Secondary",35000,0.66881,"Undecided"
"1451","South",125000,"Male","18-25","Secondary",15000,0.52377,"Undecided"
"1452","South",125000,"Female","18-25","Post Secondary",35000,-1.0495,"No"
"1453","South",125000,"Female","45-54","Primary",15000,-0.90176,"Undecided"
"1454","South",125000,"Male","35-44","Secondary",15000,0.60546,"Undecided"
"1455","South",125000,"Female","26-34","Primary",75000,-1.29617,"No"
"1456","South",125000,"Female","35-44","Post Secondary",125000,-0.15788,"No"
"1457","South",125000,"Male","35-44","Primary",35000,1.28625,"Yes"
"1458","South",125000,"Male","18-25","Post Secondary",200000,1.12564,"Yes"
"1459","South",125000,"Male","35-44","Post Secondary",200000,1.54808,"Yes"
"1460","South",125000,"Female","18-25","Post Secondary",200000,1.54808,"Yes"
"1461","South",15000,"Male","35-44","Primary",15000,1.37299,"Yes"
"1462","South",15000,"Male","26-34","Post Secondary",NA,1.35464,"Undecided"
"1463","South",15000,"Female","18-25","Secondary",7500,0.68101,"Yes"
"1464","South",15000,"Male","55-64","Primary",7500,0.35966,"Undecided"
"1465","South",15000,"Female","35-44","Primary",75000,1.40449,"Yes"
"1466","South",15000,"Female","26-34","Primary",15000,-1.29617,"No"
"1467","South",15000,"Male","18-25","Secondary",15000,1.71355,"Yes"
"1468","South",15000,"Male","35-44","Primary",35000,1.43203,"Yes"
"1469","South",15000,"Female","55-64","Primary",2500,1.26728,"Undecided"
"1470","South",15000,"Female","35-44","Primary",15000,0.8591,"Undecided"
"1471","South",15000,"Female","26-34","Post Secondary",35000,-1.04234,"No"
"1472","South",15000,"Female","35-44","Primary",35000,0.13228,"Undecided"
"1473","South",15000,"Male","35-44","Post Secondary",75000,0.41409,"No"
"1474","South",15000,"Male","18-25","Primary",15000,1.14114,"Yes"
"1475","South",15000,"Male","26-34","Primary",15000,1.45955,"Yes"
"1476","South",15000,"Female","18-25","Primary",2500,0.50295,"Yes"
"1477","South",15000,"Male","26-34","Secondary",75000,1.36617,"Yes"
"1478","South",15000,"Male","65+","Primary",15000,1.39479,"Yes"
"1479","South",15000,"Female","26-34","Secondary",35000,0.52178,"Yes"
"1480","South",15000,"Female","35-44","Primary",2500,0.39966,"Yes"
"1481","South",25000,"Female","26-34","Primary",7500,1.50986,"Yes"
"1482","South",25000,"Female","55-64","Primary",7500,1.54731,"Undecided"
"1483","South",25000,"Male","26-34","Primary",15000,0.67731,"Undecided"
"1484","South",25000,"Male","26-34","Primary",15000,-0.82779,"Undecided"
"1485","South",25000,"Male","55-64","Secondary",35000,1.01347,"Yes"
"1486","South",25000,"Female","35-44","Primary",15000,0.49424,"Undecided"
"1487","South",25000,"Male","45-54","Secondary",7500,0.77456,"Yes"
"1488","South",25000,"Female","35-44","Primary",35000,0.52212,"Yes"
"1489","South",25000,"Male","18-25","Secondary",2500,1.40641,"Undecided"
"1490","South",25000,"Female","26-34","Secondary",35000,0.92562,"Abstain"
"1491","South",25000,"Female","26-34","Secondary",2500,-1.25656,"Undecided"
"1492","South",25000,"Male","65+","Primary",7500,-0.84133,NA
"1493","South",25000,"Male","18-25","Primary",2500,-1.25656,"Undecided"
"1494","South",25000,"Female","55-64","Primary",7500,-1.29617,"Yes"
"1495","South",25000,"Female","26-34","Secondary",15000,1.00888,"Yes"
"1496","South",25000,"Female","45-54","Secondary",7500,1.09242,"Yes"
"1497","South",25000,"Female","18-25","Post Secondary",15000,-0.14866,"Abstain"
"1498","South",25000,"Male","35-44","Post Secondary",7500,-0.61342,"No"
"1499","South",25000,"Male","35-44","Secondary",7500,0.84092,"Abstain"
"1500","South",25000,"Male","18-25","Primary",7500,0.73054,"Yes"
"1501","South",125000,"Female","55-64","Primary",15000,-0.89099,"Undecided"
"1502","South",125000,"Female","26-34","Post Secondary",35000,1.06803,"Yes"
"1503","South",125000,"Male","45-54","Primary",35000,-1.18323,"No"
"1504","South",125000,"Male","18-25","Secondary",35000,-0.92939,"No"
"1505","South",125000,"Male","26-34","Secondary",15000,-0.75084,"No"
"1506","South",125000,"Male","26-34","Secondary",35000,0.95989,NA
"1507","South",125000,"Female","18-25","Secondary",35000,-1.25795,"No"
"1508","South",125000,"Male","45-54","Secondary",15000,-0.55931,NA
"1509","South",125000,"Female","45-54","Primary",35000,1.09454,"Yes"
"1510","South",125000,"Female","45-54","Primary",35000,1.34252,"Yes"
"1511","South",125000,"Female","45-54","Primary",2500,1.27772,"Undecided"
"1512","South",125000,"Female","26-34","Primary",7500,-0.0968,"Undecided"
"1513","South",125000,"Male","35-44","Primary",7500,0.70614,"Undecided"
"1514","South",125000,"Male","26-34","Primary",7500,-0.84411,"No"
"1515","South",125000,"Male","35-44","Primary",15000,-0.12988,"Abstain"
"1516","South",125000,"Male","35-44","Secondary",75000,-1.14049,"No"
"1517","South",125000,"Female","35-44","Secondary",125000,0.14576,"Abstain"
"1518","South",125000,"Female","55-64","Primary",2500,-1.00723,"No"
"1519","South",125000,"Female","18-25","Primary",15000,0.11541,"Yes"
"1520","South",125000,"Male","18-25","Secondary",7500,-1.15309,"No"
"1521","South",125000,"Male","65+","Secondary",75000,1.05894,"Yes"
"1522","South",125000,"Female","26-34","Secondary",125000,1.43203,"Yes"
"1523","South",125000,"Female","35-44","Post Secondary",75000,1.03393,"Yes"
"1524","South",125000,"Female","35-44","Secondary",35000,0.43786,"Yes"
"1525","South",125000,"Male","26-34","Post Secondary",125000,-0.32494,"No"
"1526","South",125000,"Female","55-64","Primary",15000,-0.36459,"Abstain"
"1527","South",125000,"Female","26-34","Primary",15000,1.49187,"Yes"
"1528","South",125000,"Female","35-44","Primary",15000,-0.66172,"No"
"1529","South",125000,"Male","35-44","Primary",75000,0.84959,"Undecided"
"1530","South",125000,"Male","18-25","Secondary",7500,-0.17095,"Yes"
"1531","South",125000,"Female","26-34","Secondary",15000,-1.07733,"Undecided"
"1532","South",125000,"Male","45-54","Secondary",35000,1.43203,"Yes"
"1533","South",125000,"Male","26-34","Secondary",15000,-0.93468,"No"
"1534","South",125000,"Male","18-25","Secondary",15000,-1.18993,"No"
"1535","South",125000,"Female","35-44","Secondary",15000,1.03251,"Yes"
"1536","South",125000,"Female","65+","Primary",15000,1.00184,"Yes"
"1537","South",125000,"Male","18-25","Secondary",35000,-0.84201,"No"
"1538","South",125000,"Female","26-34","Primary",7500,1.44774,"Yes"
"1539","South",125000,"Female","18-25","Secondary",35000,1.24184,"Yes"
"1540","South",125000,"Male","45-54","Primary",35000,1.5877,"Yes"
"1541","South",15000,"Female","45-54","Secondary",75000,NA,"Abstain"
"1542","South",15000,"Female","18-25","Primary",7500,-1.14317,"No"
"1543","South",15000,"Female","55-64","Primary",15000,1.32577,"Yes"
"1544","South",15000,"Male","18-25","Post Secondary",NA,2.04859,"Undecided"
"1545","South",15000,"Male","55-64","Secondary",35000,1.12272,"Yes"
"1546","South",15000,"Male","45-54","Secondary",125000,0.66292,"Yes"
"1547","South",15000,"Male","18-25","Secondary",15000,-1.00193,"No"
"1548","South",15000,"Male","65+","Primary",7500,1.17153,"Undecided"
"1549","South",15000,"Female","26-34","Secondary",7500,0.99168,"Yes"
"1550","South",15000,"Female","35-44","Post Secondary",75000,1.47693,"Yes"
"1551","South",15000,"Male","26-34","Primary",15000,1.3991,"Undecided"
"1552","South",15000,"Female","26-34","Primary",15000,1.31661,"Yes"
"1553","South",15000,"Male","55-64","Primary",2500,-0.76995,"Undecided"
"1554","South",15000,"Female","55-64","Primary",7500,-1.22954,"Undecided"
"1555","South",15000,"Male","26-34","Primary",2500,-1.15762,"No"
"1556","South",15000,"Male","18-25","Primary",NA,NA,"No"
"1557","South",15000,"Female","18-25","Secondary",200000,1.5877,"Undecided"
"1558","South",15000,"Female","45-54","Primary",75000,1.5877,"Yes"
"1559","South",15000,"Male","55-64","Primary",15000,1.16179,"Yes"
"1560","South",15000,"Female","26-34","Primary",7500,1.35,"No"
"1561","South",125000,"Female","35-44","Secondary",7500,-0.6549,"No"
"1562","South",125000,"Female","18-25","Secondary",7500,-1.10678,"No"
"1563","South",125000,"Male","55-64","Primary",35000,1.32162,"Yes"
"1564","South",125000,"Male","26-34","Secondary",35000,0.1252,"Yes"
"1565","South",125000,"Male","26-34","Post Secondary",35000,-0.99172,"No"
"1566","South",125000,"Female","18-25","Secondary",75000,1.37068,"Yes"
"1567","South",125000,"Male","26-34","Secondary",15000,-1.18173,"No"
"1568","South",125000,"Female","18-25","Primary",7500,-0.70047,"No"
"1569","South",125000,"Female","55-64","Primary",NA,NA,"Yes"
"1570","South",125000,"Male","35-44","Primary",7500,0.40746,"Undecided"
"1571","South",125000,"Male","26-34","Primary",75000,1.15958,"Undecided"
"1572","South",125000,"Male","35-44","Secondary",15000,0.99704,"No"
"1573","South",125000,"Female","26-34","Post Secondary",125000,1.27275,NA
"1574","South",125000,"Male","35-44","Post Secondary",125000,0.12256,"Abstain"
"1575","South",125000,"Female","35-44","Primary",15000,1.20579,"Undecided"
"1576","South",125000,"Female","45-54","Primary",35000,1.23693,"Yes"
"1577","South",125000,"Male","35-44","Post Secondary",75000,-0.83444,"No"
"1578","South",125000,"Female","18-25","Secondary",35000,0.29024,"Yes"
"1579","South",125000,"Male","18-25","Secondary",35000,-0.42725,"Yes"
"1580","South",125000,"Female","35-44","Primary",75000,-0.11784,"Yes"
"1581","South",25000,"Female","18-25","Post Secondary",NA,-0.6705,"Undecided"
"1582","South",25000,"Female","18-25","Post Secondary",15000,1.00318,"Yes"
"1583","South",25000,"Female","35-44","Primary",7500,1.00528,"Yes"
"1584","South",25000,"Male","55-64","Post Secondary",35000,1.5877,"Yes"
"1585","South",25000,"Male","18-25","Secondary",15000,-0.839,"No"
"1586","South",25000,"Female","18-25","Secondary",7500,0.22416,"No"
"1587","South",25000,"Male","35-44","Primary",15000,1.4029,"Yes"
"1588","South",25000,"Male","18-25","Secondary",35000,0.34331,"Abstain"
"1589","South",25000,"Male","18-25","Primary",35000,0.74667,"Undecided"
"1590","South",25000,"Female","35-44","Primary",2500,-1.26524,"No"
"1591","South",25000,"Female","45-54","Primary",2500,0.28952,"Undecided"
"1592","South",25000,"Male","35-44","Primary",7500,-0.82861,"Abstain"
"1593","South",25000,"Male","26-34","Primary",35000,-0.41063,"No"
"1594","South",25000,"Female","26-34","Secondary",35000,0.55175,"Yes"
"1595","South",25000,"Female","55-64","Primary",7500,-1.29617,"Undecided"
"1596","South",25000,"Female","35-44","Primary",2500,-0.30396,"Yes"
"1597","South",25000,"Female","65+","Primary",15000,1.32577,"Yes"
"1598","South",25000,"Female","26-34","Primary",15000,-1.04981,"Undecided"
"1599","South",25000,"Male","35-44","Primary",35000,0.61457,"Yes"
"1600","South",25000,"Male","18-25","Primary",15000,1.51655,"Yes"
"1601","South",25000,"Female","45-54","Primary",35000,0.98642,NA
"1602","South",25000,"Female","18-25","Secondary",35000,0.46682,"No"
"1603","South",25000,"Female","18-25","Primary",35000,-0.25323,"Yes"
"1604","South",25000,"Male","35-44","Primary",35000,0.66157,"Yes"
"1605","South",25000,"Male","18-25","Secondary",75000,1.25199,"Yes"
"1606","South",25000,"Male","26-34","Secondary",75000,-0.89167,"Abstain"
"1607","South",25000,"Male","55-64","Primary",7500,0.34221,"No"
"1608","South",25000,"Male","26-34","Secondary",75000,-0.78296,"Undecided"
"1609","South",25000,"Female","35-44","Secondary",7500,-1.25899,"Yes"
"1610","South",25000,"Female","26-34","Primary",7500,0.79717,"Yes"
"1611","South",25000,"Male","26-34","Primary",75000,0.31015,"Undecided"
"1612","South",25000,"Female","26-34","Post Secondary",35000,0.44087,"Abstain"
"1613","South",25000,"Female","35-44","Secondary",35000,0.84982,"Abstain"
"1614","South",25000,"Female","35-44","Primary",15000,-0.98021,"Undecided"
"1615","South",25000,"Male","35-44","Secondary",35000,0.75548,"Undecided"
"1616","South",25000,"Male","26-34","Post Secondary",75000,1.36206,"Yes"
"1617","South",25000,"Male","35-44","Post Secondary",125000,-1.03027,"No"
"1618","South",25000,"Female","45-54","Primary",15000,1.31484,"Undecided"
"1619","South",25000,"Female","18-25","Primary",15000,0.22425,"Undecided"
"1620","South",25000,"Female","35-44","Post Secondary",35000,-0.16155,"Undecided"
"1621","South",25000,"Female","45-54","Secondary",35000,-1.29617,NA
"1622","South",25000,"Female","18-25","Secondary",15000,-1.18602,"No"
"1623","South",25000,"Male","26-34","Secondary",75000,0.9301,"Undecided"
"1624","South",25000,"Male","35-44","Secondary",125000,0.67322,"Abstain"
"1625","South",25000,"Male","26-34","Secondary",35000,0.01598,"Undecided"
"1626","South",25000,"Male","45-54","Primary",7500,-1.14952,"No"
"1627","South",25000,"Female","26-34","Secondary",2500,-1.04842,"No"
"1628","South",25000,"Male","26-34","Secondary",2500,1.43653,"Yes"
"1629","South",25000,"Female","65+","Primary",15000,1.5877,"Yes"
"1630","South",25000,"Female","18-25","Primary",2500,-0.97507,"No"
"1631","South",25000,"Male","35-44","Primary",2500,-1.29617,NA
"1632","South",25000,"Female","35-44","Secondary",35000,-1.045,"No"
"1633","South",25000,"Male","35-44","Secondary",35000,-1.21974,"No"
"1634","South",25000,"Male","65+","Primary",15000,-1.29617,"No"
"1635","South",25000,"Female","26-34","Secondary",15000,-0.43759,"Abstain"
"1636","South",25000,"Male","55-64","Secondary",35000,0.76631,"Yes"
"1637","South",25000,"Male","26-34","Primary",35000,1.27034,"Yes"
"1638","South",25000,"Female","18-25","Secondary",35000,0.61585,"Yes"
"1639","South",25000,"Female","45-54","Primary",15000,0.9282,"Undecided"
"1640","South",25000,"Female","55-64","Secondary",75000,-0.03354,"No"
"1641","Santiago",250000,"Male","26-34","Secondary",35000,-1.06452,"No"
"1642","Santiago",250000,"Male","45-54","Primary",15000,0.45059,"Yes"
"1643","Santiago",250000,"Female","18-25","Post Secondary",35000,-1.29617,"No"
"1644","Santiago",250000,"Female","55-64","Secondary",15000,-1.10897,"No"
"1645","Santiago",250000,"Male","26-34","Post Secondary",35000,0.20291,"Yes"
"1646","Santiago",250000,"Male","18-25","Secondary",15000,-1.05543,"No"
"1647","Santiago",250000,"Male","45-54","Secondary",15000,-1.29617,NA
"1648","Santiago",250000,"Female","18-25","Secondary",NA,-0.26023,"No"
"1649","Santiago",250000,"Female","35-44","Primary",35000,0.49878,"Undecided"
"1650","Santiago",250000,"Male","35-44","Post Secondary",75000,1.24546,"Yes"
"1651","Santiago",250000,"Female","35-44","Secondary",15000,-0.58334,"Abstain"
"1652","Santiago",250000,"Male","45-54","Primary",35000,-1.1113,"No"
"1653","Santiago",250000,"Female","26-34","Secondary",15000,0.88028,NA
"1654","Santiago",250000,"Female","18-25","Secondary",35000,0.62692,"Yes"
"1655","Santiago",250000,"Male","18-25","Secondary",NA,-0.50453,"No"
"1656","Santiago",250000,"Male","26-34","Post Secondary",75000,-0.93008,"No"
"1657","Santiago",250000,"Male","35-44","Secondary",75000,1.5877,"Yes"
"1658","Santiago",250000,"Female","18-25","Post Secondary",35000,-0.3024,"Undecided"
"1659","Santiago",250000,"Female","45-54","Primary",15000,-0.49024,"Yes"
"1660","Santiago",250000,"Male","35-44","Primary",7500,-1.12096,"Undecided"
"1661","Santiago",250000,"Female","35-44","Primary",15000,1.44774,"Undecided"
"1662","Santiago",250000,"Female","26-34","Primary",15000,0.30361,"Undecided"
"1663","Santiago",250000,"Male","26-34","Post Secondary",35000,-0.58329,"No"
"1664","Santiago",250000,"Female","45-54","Secondary",7500,0.19216,"Undecided"
"1665","Santiago",250000,"Male","45-54","Post Secondary",35000,-1.034,"No"
"1666","Santiago",250000,"Female","18-25","Post Secondary",35000,-1.29617,"No"
"1667","Santiago",250000,"Female","45-54","Post Secondary",75000,-0.40469,"No"
"1668","Santiago",250000,"Female","35-44","Post Secondary",35000,-1.05877,"No"
"1669","Santiago",250000,"Male","26-34","Post Secondary",75000,0.71248,NA
"1670","Santiago",250000,"Male","45-54","Post Secondary",125000,1.29875,"Yes"
"1671","Santiago",250000,"Male","45-54","Secondary",15000,-0.93017,NA
"1672","Santiago",250000,"Female","35-44","Secondary",125000,1.5877,"Yes"
"1673","Santiago",250000,"Female","35-44","Secondary",35000,-0.75754,"Undecided"
"1674","Santiago",250000,"Female","45-54","Secondary",35000,-0.37617,"Undecided"
"1675","Santiago",250000,"Male","18-25","Secondary",75000,-0.78955,"No"
"1676","Santiago",250000,"Male","45-54","Primary",15000,0.02737,"Yes"
"1677","Santiago",250000,"Female","65+","Primary",7500,0.84968,"Yes"
"1678","Santiago",250000,"Female","26-34","Secondary",35000,0.60127,"Yes"
"1679","Santiago",250000,"Female","65+","Primary",15000,-1.06347,"No"
"1680","Santiago",250000,"Male","26-34","Secondary",15000,0.91949,"Undecided"
"1681","Santiago",250000,"Female","55-64","Primary",15000,0.06283,"Yes"
"1682","Santiago",250000,"Female","18-25","Post Secondary",35000,-0.36306,"Abstain"
"1683","Santiago",250000,"Male","26-34","Secondary",15000,-1.02236,"Yes"
"1684","Santiago",250000,"Female","45-54","Primary",35000,1.22526,NA
"1685","Santiago",250000,"Male","35-44","Post Secondary",15000,-1.15236,"No"
"1686","Santiago",250000,"Male","35-44","Primary",NA,0.14822,NA
"1687","Santiago",250000,"Female","55-64","Secondary",15000,1.21422,NA
"1688","Santiago",250000,"Female","18-25","Secondary",NA,-1.01895,"No"
"1689","Santiago",250000,"Male","35-44","Post Secondary",35000,-0.50707,"No"
"1690","Santiago",250000,"Female","55-64","Secondary",15000,-0.09055,"Undecided"
"1691","Santiago",250000,"Male","26-34","Secondary",35000,-0.12109,"Undecided"
"1692","Santiago",250000,"Female","45-54","Secondary",15000,-1.10692,"No"
"1693","Santiago",250000,"Female","18-25","Post Secondary",15000,-0.89847,"No"
"1694","Santiago",250000,"Female","18-25","Post Secondary",35000,-1.29617,"No"
"1695","Santiago",250000,"Male","35-44","Secondary",75000,1.25914,"Yes"
"1696","Santiago",250000,"Male","65+","Primary",35000,1.55312,"Yes"
"1697","Santiago",250000,"Male","26-34","Post Secondary",35000,-1.06618,NA
"1698","Santiago",250000,"Female","45-54","Secondary",35000,0.1623,"Undecided"
"1699","Santiago",250000,"Female","26-34","Primary",2500,1.29311,"Yes"
"1700","Santiago",250000,"Female","45-54","Primary",15000,1.14251,NA
"1701","Santiago",250000,"Female","35-44","Post Secondary",125000,1.47615,"Yes"
"1702","Santiago",250000,"Male","55-64","Primary",35000,-1.29617,"No"
"1703","Santiago",250000,"Male","45-54","Primary",15000,0.6546,"Yes"
"1704","Santiago",250000,"Male","35-44","Secondary",35000,0.36224,"Undecided"
"1705","Santiago",250000,"Female","18-25","Post Secondary",35000,0.88345,"Yes"
"1706","Santiago",250000,"Female","45-54","Secondary",35000,-0.11023,"Undecided"
"1707","Santiago",250000,"Female","26-34","Secondary",35000,0.94201,"Yes"
"1708","Santiago",250000,"Male","18-25","Secondary",35000,0.42371,"No"
"1709","Santiago",250000,"Male","35-44","Secondary",35000,0.35407,"Yes"
"1710","Santiago",250000,"Male","65+","Secondary",15000,1.4103,"Yes"
"1711","Santiago",250000,"Male","65+","Primary",7500,-1.07308,"No"
"1712","Santiago",250000,"Male","18-25","Secondary",15000,0.02663,"Undecided"
"1713","Santiago",250000,"Male","35-44","Secondary",15000,-0.92721,"No"
"1714","Santiago",250000,"Female","26-34","Secondary",15000,1.36523,"Yes"
"1715","Santiago",250000,"Female","35-44","Secondary",15000,0.63292,"Yes"
"1716","Santiago",250000,"Male","45-54","Primary",15000,-0.68375,"No"
"1717","Santiago",250000,"Male","18-25","Post Secondary",35000,1.47164,"Yes"
"1718","Santiago",250000,"Female","26-34","Primary",7500,1.2092,"Undecided"
"1719","Santiago",250000,"Female","45-54","Primary",15000,-1.26247,"No"
"1720","Santiago",250000,"Male","45-54","Primary",7500,-1.29617,"No"
"1721","Santiago",250000,"Female","35-44","Primary",15000,-0.77529,"Undecided"
"1722","Santiago",250000,"Female","18-25","Secondary",NA,0.13859,NA
"1723","Santiago",250000,"Male","35-44","Post Secondary",75000,-0.8322,"No"
"1724","Santiago",250000,"Male","26-34","Secondary",15000,1.37129,"Yes"
"1725","Santiago",250000,"Male","45-54","Primary",7500,-1.29617,"No"
"1726","Santiago",250000,"Male","18-25","Secondary",15000,-1.04205,"No"
"1727","Santiago",250000,"Male","45-54","Primary",35000,-0.89545,NA
"1728","Santiago",250000,"Female","35-44","Primary",35000,-1.17235,"No"
"1729","Santiago",250000,"Female","18-25","Post Secondary",35000,-0.04348,"No"
"1730","Santiago",250000,"Male","55-64","Primary",15000,1.5877,"Yes"
"1731","Santiago",250000,"Male","26-34","Secondary",2500,-0.6265,"No"
"1732","Santiago",250000,"Male","45-54","Primary",15000,0.69498,NA
"1733","Santiago",250000,"Female","35-44","Primary",15000,1.33205,"Yes"
"1734","Santiago",250000,"Male","26-34","Secondary",35000,1.24611,"Yes"
"1735","Santiago",250000,"Female","18-25","Secondary",15000,1.4186,"Yes"
"1736","Santiago",250000,"Male","55-64","Primary",35000,-0.24431,"Undecided"
"1737","Santiago",250000,"Male","35-44","Post Secondary",35000,-1.29617,"Abstain"
"1738","Santiago",250000,"Male","26-34","Post Secondary",35000,-0.76483,"No"
"1739","Santiago",250000,"Female","18-25","Primary",7500,0.96737,"Yes"
"1740","Santiago",250000,"Male","35-44","Post Secondary",35000,-1.25666,NA
"1741","Santiago",250000,"Female","18-25","Secondary",7500,-1.29617,"No"
"1742","Santiago",250000,"Female","45-54","Primary",35000,-1.06985,"No"
"1743","Santiago",250000,"Male","35-44","Post Secondary",35000,-0.25322,"Undecided"
"1744","Santiago",250000,"Male","18-25","Secondary",35000,0.27038,"No"
"1745","Santiago",250000,"Female","26-34","Secondary",35000,1.6051,"Undecided"
"1746","Santiago",250000,"Male","45-54","Primary",NA,0.77545,NA
"1747","Santiago",250000,"Male","26-34","Post Secondary",35000,-0.5752,NA
"1748","Santiago",250000,"Female","65+","Secondary",NA,0.75064,"Abstain"
"1749","Santiago",250000,"Male","35-44","Post Secondary",35000,-0.55383,"No"
"1750","Santiago",250000,"Female","18-25","Secondary",75000,1.40347,"Yes"
"1751","Santiago",250000,"Female","55-64","Secondary",35000,-0.39484,"Undecided"
"1752","Santiago",250000,"Male","18-25","Secondary",35000,-0.19563,"Undecided"
"1753","Santiago",250000,"Male","55-64","Primary",35000,0.46818,"Undecided"
"1754","Santiago",250000,"Male","55-64","Primary",35000,-0.40587,"Undecided"
"1755","Santiago",250000,"Female","55-64","Secondary",35000,1.24625,NA
"1756","Santiago",250000,"Female","26-34","Primary",125000,0.68235,"Abstain"
"1757","Santiago",250000,"Female","18-25","Secondary",7500,0.48183,"Undecided"
"1758","Santiago",250000,"Female","45-54","Secondary",35000,-1.26441,"Abstain"
"1759","Santiago",250000,"Male","35-44","Secondary",15000,-1.1854,"No"
"1760","Santiago",250000,"Female","55-64","Primary",35000,0.3834,"Yes"
